@relation 'Costa De Oro Imports - DataSet-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R4-5-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R7'

@attribute venta_total numeric
@attribute anno numeric
@attribute mes numeric
@attribute cantidad_productos numeric
@attribute total_unidades numeric
@attribute precio_promedio numeric

@data
422331,2024,6,3,4,111900
226100,2024,6,4,5,46625
41650,2024,6,1,1,35000
66640,2024,6,1,2,28000
76160,2024,6,1,2,32000
118762,2024,6,3,3,33266.6667
8330,2024,6,1,2,3500
95200,2024,6,2,3,26250
320110,2024,6,5,8,35000
24990,2024,6,1,1,21000
41650,2024,6,1,1,35000
60095,2024,6,2,2,25250
107100,2024,6,1,2,45000
73780,2024,6,2,4,15500
378420,2024,6,1,2,159000
223720,2024,6,2,3,55000
315350,2024,6,2,3,106000
290360,2024,6,2,4,61000
171360,2024,6,2,4,36000
78540,2024,6,1,2,33000
140420,2024,6,2,4,29500
242760,2024,6,2,3,63000
209440,2024,6,2,4,44000
742560,2024,6,1,2,312000
59500,2024,6,1,2,25000
472430,2024,6,2,2,198500
197540,2024,6,2,4,41500
343910,2024,6,3,3,96333.3333
53550,2024,6,1,1,45000
262990,2024,6,2,2,110500
5355,2024,6,1,1,4500
367710,2024,6,2,3,106000
270130,2024,6,1,1,227000
123760,2024,6,3,5,18000
38080,2024,6,1,1,32000
247520,2024,6,2,2,104000
8330,2024,6,1,1,7000
94010,2024,6,3,4,24833.3333
577745,2024,6,3,4,86166.6667
85680,2024,6,1,1,72000
67830,2024,6,2,2,28500
23800,2024,6,1,2,10000
78540,2024,6,1,2,33000
64260,2024,6,1,2,27000
416500,2024,6,1,2,175000
4165,2024,6,1,1,3500
38080,2024,6,1,1,32000
32130,2024,6,1,1,27000
119000,2024,6,2,3,27500
208250,2024,6,1,1,175000
13090,2024,6,1,2,5500
107100,2024,6,1,2,45000
123760,2024,6,1,2,52000
8330,2024,6,1,2,3500
270130,2024,6,1,1,227000
181475,2024,6,3,4,35833.3333
57120,2024,6,2,2,24000
13685,2024,6,2,3,4000
15470,2024,6,1,1,13000
54740,2024,6,2,3,12500
208250,2024,6,1,1,175000
117810,2024,6,2,3,38000
59500,2024,6,1,2,25000
59500,2024,6,1,2,25000
570010,2024,6,3,6,79833.3333
312970,2024,6,3,6,43833.3333
107100,2024,6,1,2,45000
46410,2024,6,1,1,39000
216580,2024,6,1,1,182000
57120,2024,6,1,1,48000
78540,2024,7,1,2,33000
111146,2024,7,2,4,23350
4165,2024,7,1,1,3500
339150,2024,7,2,4,71250
33320,2024,7,1,1,28000
59976,2024,7,1,2,25200
242760,2024,7,4,6,32125
455770,2024,7,2,3,152500
152796,2024,7,2,3,51600
868700,2024,7,2,3,209000
439110,2024,7,2,2,184500
106981,2024,7,2,3,32450
4165,2024,7,1,1,3500
220150,2024,7,1,2,92500
163982,2024,7,2,2,68900
33320,2024,7,1,1,28000
220150,2024,7,1,1,185000
63070,2024,7,1,1,53000
61880,2024,7,1,1,52000
13090,2024,7,1,2,5500
6545,2024,7,1,1,5500
29750,2024,7,1,1,25000
295715,2024,7,2,3,85250
30345,2024,7,2,2,12750
433160,2024,7,2,4,91000
177310,2024,7,1,1,149000
116620,2024,7,1,2,49000
23800,2024,7,1,2,10000
129710,2024,7,2,4,27250
123760,2024,7,2,3,38250
33320,2024,7,1,1,28000
126140,2024,7,1,2,53000
94962,2024,7,1,2,39900
337960,2024,7,2,2,142000
55930,2024,7,2,3,17000
92820,2024,7,1,1,78000
53550,2024,7,1,1,45000
94010,2024,7,2,3,28000
59500,2024,7,1,2,25000
796110,2024,7,2,3,221000
19040,2024,7,1,1,16000
246330,2024,7,2,2,103500
177548,2024,7,4,5,34050
8330,2024,7,1,2,3500
487900,2024,7,2,4,102500
46410,2024,7,1,1,39000
220150,2024,7,1,1,185000
4165,2024,7,1,1,3500
719355,2024,7,2,2,302250
58310,2024,7,1,1,49000
157675,2024,7,4,4,33125
53550,2024,7,2,3,14500
46410,2024,7,1,1,39000
19040,2024,7,1,1,16000
29988,2024,7,1,1,25200
83300,2024,7,1,2,35000
63070,2024,7,1,1,53000
10710,2024,7,1,2,4500
126140,2024,7,1,1,106000
59500,2024,7,1,2,25000
410550,2024,7,3,5,65000
323680,2024,7,2,3,113500
266560,2024,7,1,2,112000
303450,2024,7,2,4,63750
259420,2024,7,4,6,34125
32725,2024,7,1,1,27500
816340,2024,7,3,6,114333.3333
53550,2024,7,1,1,45000
28560,2024,7,1,1,24000
4165,2024,7,1,1,3500
85680,2024,7,1,1,72000
92820,2024,7,1,1,78000
193970,2024,7,1,1,163000
57120,2024,7,1,1,48000
59500,2024,7,1,2,25000
172550,2024,7,2,3,46000
217175,2024,7,2,3,68750
13090,2024,7,1,2,5500
177310,2024,7,3,4,42000
424830,2024,7,2,3,130000
19040,2024,7,1,1,16000
27370,2024,7,1,1,23000
96390,2024,7,2,3,26500
722330,2024,7,3,5,103333.3333
30940,2024,7,1,2,13000
45696,2024,7,1,2,19200
76160,2024,7,1,2,32000
8330,2024,7,1,2,3500
79730,2024,7,3,3,22333.3333
126140,2024,7,1,2,53000
47481,2024,7,1,1,39900
566440,2024,7,2,3,145500
39270,2024,7,1,1,33000
440300,2024,7,1,2,185000
76160,2024,7,1,2,32000
15470,2024,7,1,1,13000
57120,2024,7,1,1,48000
8330,2024,7,1,2,3500
54740,2024,7,1,2,23000
24990,2024,7,1,1,21000
446250,2024,7,3,3,125000
60690,2024,7,2,3,14000
138040,2024,7,3,4,29666.6667
191590,2024,7,4,5,27000
1236410,2024,7,2,4,259750
519435,2024,7,2,3,182250
24990,2024,7,1,1,21000
83300,2024,7,2,2,35000
498015,2024,7,2,3,127750
137802,2024,7,3,4,25300
205870,2024,7,4,5,32000
371280,2024,7,1,1,312000
83300,2024,7,1,2,35000
6545,2024,7,1,1,5500
268702,2024,7,3,3,75266.6667
354620,2024,7,1,2,149000
76160,2024,7,1,2,32000
10710,2024,7,1,2,4500
58310,2024,7,2,2,24500
246330,2024,7,3,3,69000
69020,2024,7,2,3,16500
279650,2024,7,3,4,75000
151130,2024,7,3,5,27000
39270,2024,7,1,1,33000
1209635,2024,7,4,6,168000
29750,2024,7,1,1,25000
13090,2024,7,1,2,5500
115668,2024,7,2,3,29100
220150,2024,7,1,2,92500
54740,2024,7,1,2,23000
252280,2024,7,1,2,106000
266560,2024,7,1,2,112000
49980,2024,7,2,3,19250
34748,2024,7,2,2,14600
230860,2024,7,1,2,97000
27370,2024,7,2,4,5750
78540,2024,8,1,2,33000
449820,2024,8,2,4,94500
103530,2024,8,2,3,33000
166600,2024,8,2,4,35000
78540,2024,8,2,3,22500
92820,2024,8,1,1,78000
649740,2024,8,2,3,182000
146370,2024,8,2,3,45000
286790,2024,8,3,5,69333.3333
170170,2024,8,2,3,49000
29750,2024,8,1,1,25000
32130,2024,8,1,1,27000
723401,2024,8,4,6,88925
67830,2024,8,1,1,57000
59976,2024,8,1,2,25200
408170,2024,8,4,6,50500
230860,2024,8,1,2,97000
139230,2024,8,2,3,36000
1067430,2024,8,2,3,302250
462315,2024,8,3,5,65500
66640,2024,8,1,2,28000
19040,2024,8,1,2,8000
152320,2024,8,3,4,34333.3333
49980,2024,8,1,2,21000
61880,2024,8,1,1,52000
7735,2024,8,1,1,6500
45696,2024,8,1,2,19200
104720,2024,8,2,2,44000
95200,2024,8,2,3,22500
32725,2024,8,1,1,27500
354620,2024,8,1,2,149000
178262,2024,8,3,4,36633.3333
485520,2024,8,2,3,180000
348075,2024,8,1,1,292500
53550,2024,8,1,1,45000
94962,2024,8,1,2,39900
92820,2024,8,1,1,78000
326536,2024,8,2,4,68600
5355,2024,8,1,1,4500
136850,2024,8,2,4,28750
59976,2024,8,1,2,25200
387940,2024,8,1,2,163000
214200,2024,8,2,4,45000
49980,2024,8,1,2,21000
16660,2024,8,2,2,7000
5355,2024,8,1,1,4500
64260,2024,8,1,2,27000
30940,2024,8,1,2,13000
120190,2024,8,2,3,31000
625940,2024,8,2,4,131500
33320,2024,8,1,1,28000
32130,2024,8,1,1,27000
446250,2024,8,3,5,66666.6667
726138,2024,8,2,3,158850
193970,2024,8,1,1,163000
92820,2024,8,1,1,78000
606900,2024,8,2,4,127500
9520,2024,8,1,2,4000
9044,2024,8,1,2,3800
9520,2024,8,1,1,8000
440300,2024,8,1,2,185000
88060,2024,8,2,4,18500
8330,2024,8,1,2,3500
65450,2024,8,1,2,27500
97104,2024,8,1,2,40800
216580,2024,8,1,1,182000
107100,2024,8,1,2,45000
126140,2024,8,1,2,53000
119000,2024,8,2,4,25000
359380,2024,8,2,4,75500
133280,2024,8,1,1,112000
39270,2024,8,1,1,33000
59976,2024,8,1,2,25200
183260,2024,8,2,4,38500
10710,2024,8,1,2,4500
211463,2024,8,3,4,48233.3333
123760,2024,8,1,2,52000
189210,2024,8,1,1,159000
111265,2024,8,2,3,30250
27370,2024,8,1,1,23000
442680,2024,8,2,4,93000
80920,2024,8,2,2,34000
25704,2024,8,2,4,5400
9520,2024,8,1,1,8000
107100,2024,8,1,2,45000
337960,2024,8,2,4,71000
96390,2024,8,2,4,20250
111860,2024,8,2,3,35500
136850,2024,8,1,1,115000
32725,2024,8,1,1,27500
9520,2024,8,1,2,4000
39270,2024,8,1,1,33000
115430,2024,8,1,1,97000
71400,2024,8,2,2,30000
11900,2024,8,1,2,5000
53431,2024,8,2,3,12850
146370,2024,8,2,2,61500
15470,2024,8,1,1,13000
213010,2024,8,2,3,50500
230741,2024,8,3,3,64633.3333
107100,2024,8,1,2,45000
123760,2024,8,2,4,26000
252280,2024,8,1,2,106000
266560,2024,8,1,2,112000
59500,2024,8,1,2,25000
59500,2024,8,1,2,25000
644980,2024,8,2,3,213500
32130,2024,8,1,1,27000
54740,2024,8,1,2,23000
59500,2024,8,1,2,25000
100317,2024,8,2,3,22200
208250,2024,8,1,1,175000
393890,2024,8,2,2,165500
67830,2024,8,2,3,26500
45696,2024,8,1,2,19200
15470,2024,8,1,1,13000
252280,2024,8,1,2,106000
274295,2024,8,2,2,115250
524790,2024,8,3,6,73500
53550,2024,8,1,1,45000
53550,2024,8,1,1,45000
29750,2024,8,1,1,25000
644980,2024,8,2,3,213500
562275,2024,8,4,7,64050
92820,2024,9,1,2,39000
96390,2024,9,2,3,26500
4522,2024,9,1,1,3800
867510,2024,9,3,5,129000
113050,2024,9,2,3,35000
580125,2024,9,4,6,63375
742560,2024,9,1,2,312000
177310,2024,9,1,1,149000
67830,2024,9,1,1,57000
185640,2024,9,2,3,52000
230860,2024,9,1,2,97000
39270,2024,9,1,1,33000
558705,2024,9,3,4,84833.3333
511700,2024,9,1,2,215000
7735,2024,9,1,1,6500
76160,2024,9,1,2,32000
424830,2024,9,2,2,178500
28560,2024,9,1,1,24000
53550,2024,9,1,1,45000
176120,2024,9,3,4,45000
184450,2024,9,2,3,51000
185640,2024,9,1,2,78000
230860,2024,9,1,2,97000
404600,2024,9,4,6,67000
86751,2024,9,2,2,36450
11900,2024,9,1,1,10000
262276,2024,9,2,3,100600
378420,2024,9,1,2,159000
449820,2024,9,3,4,93666.6667
57120,2024,9,1,1,48000
132090,2024,9,2,3,31000
270130,2024,9,2,3,65000
110075,2024,9,1,1,92500
30940,2024,9,1,2,13000
59500,2024,9,1,2,25000
28560,2024,9,1,1,24000
907970,2024,9,3,5,135333.3333
5950,2024,9,1,1,5000
8330,2024,9,1,2,3500
584885,2024,9,4,7,98000
76160,2024,9,1,2,32000
847280,2024,9,3,5,156500
252280,2024,9,1,2,106000
161840,2024,9,2,4,34000
9044,2024,9,1,2,3800
77350,2024,9,3,5,14833.3333
110075,2024,9,1,1,92500
478380,2024,9,2,3,178500
16660,2024,9,1,2,7000
605710,2024,9,2,4,127250
577150,2024,9,2,4,121250
132090,2024,9,2,3,39000
72352,2024,9,2,3,25400
24990,2024,9,1,1,21000
53550,2024,9,1,1,45000
398650,2024,9,3,5,60500
92820,2024,9,1,1,78000
30940,2024,9,1,2,13000
92820,2024,9,1,1,78000
9044,2024,9,1,2,3800
53550,2024,9,1,1,45000
299880,2024,9,4,8,31500
114240,2024,9,1,2,48000
133280,2024,9,1,1,112000
8330,2024,9,1,1,7000
53550,2024,9,1,1,45000
284410,2024,9,2,3,71000
221935,2024,9,2,2,93250
93415,2024,9,3,5,13833.3333
38080,2024,9,1,2,16000
104720,2024,9,2,2,44000
160650,2024,9,2,2,67500
948430,2024,9,2,4,199250
11900,2024,9,2,2,5000
216580,2024,9,2,4,45500
76160,2024,9,1,2,32000
19040,2024,9,1,1,16000
87822,2024,9,2,2,36900
164220,2024,9,3,3,46000
66640,2024,9,2,2,28000
264180,2024,9,3,3,74000
29988,2024,9,1,1,25200
23562,2024,9,2,2,9900
29988,2024,9,1,1,25200
107100,2024,9,1,2,45000
61880,2024,9,2,3,24250
273700,2024,9,1,2,115000
29750,2024,9,1,1,25000
220150,2024,9,3,5,35000
83300,2024,9,1,2,35000
45696,2024,9,1,2,19200
296310,2024,9,2,3,68500
66640,2024,9,1,2,28000
279650,2024,9,3,3,78333.3333
59500,2024,9,2,2,25000
119000,2024,9,2,3,27500
15470,2024,9,1,2,6500
107100,2024,9,1,2,45000
361522,2024,9,2,4,75950
29750,2024,9,1,1,25000
30940,2024,9,1,2,13000
45696,2024,9,1,2,19200
281435,2024,9,3,5,40000
696150,2024,9,1,2,292500
53550,2024,9,2,3,19500
23800,2024,9,1,2,10000
9520,2024,9,1,1,8000
39270,2024,9,1,1,33000
697340,2024,9,4,8,73250
36890,2024,9,3,4,8666.6667
282030,2024,9,4,7,32500
742560,2024,9,1,2,312000
16660,2024,9,1,2,7000
107100,2024,9,1,2,45000
24990,2024,9,1,1,21000
728280,2024,9,2,3,159750
511700,2024,9,1,2,215000
10710,2024,9,1,2,4500
997220,2024,9,4,7,124625
29750,2024,9,1,1,25000
53550,2024,9,1,1,45000
89250,2024,9,2,4,18750
53550,2024,9,1,1,45000
89250,2024,9,2,3,25000
28560,2024,9,1,1,24000
5355,2024,9,1,1,4500
220150,2024,9,1,2,92500
32130,2024,9,1,1,27000
61880,2024,9,1,1,52000
136850,2024,9,3,5,26666.6667
92820,2024,9,2,4,19500
556920,2024,9,3,5,86000
363545,2024,10,2,2,152750
252280,2024,10,1,2,106000
481950,2024,10,4,6,88750
163030,2024,10,3,4,42333.3333
88060,2024,10,2,2,37000
40460,2024,10,2,4,8500
66640,2024,10,1,2,28000
95200,2024,10,2,2,40000
15470,2024,10,1,1,13000
393295,2024,10,3,4,71833.3333
604520,2024,10,2,3,146500
30940,2024,10,1,2,13000
85680,2024,10,1,1,72000
24990,2024,10,1,1,21000
54740,2024,10,2,2,23000
46410,2024,10,1,1,39000
32725,2024,10,1,1,27500
64141,2024,10,2,3,14350
59500,2024,10,1,2,25000
115430,2024,10,1,1,97000
30940,2024,10,1,2,13000
273700,2024,10,1,2,115000
114240,2024,10,1,2,48000
115430,2024,10,1,1,97000
230860,2024,10,1,2,97000
5950,2024,10,1,1,5000
107100,2024,10,1,2,45000
17255,2024,10,2,3,4750
92820,2024,10,1,1,78000
45815,2024,10,3,4,11666.6667
192780,2024,10,2,3,68500
515865,2024,10,3,4,128500
17374,2024,10,2,3,5400
442680,2024,10,2,3,95000
54740,2024,10,1,2,23000
107100,2024,10,1,2,45000
211820,2024,10,3,4,50000
111860,2024,10,2,2,47000
135660,2024,10,2,4,28500
49980,2024,10,1,2,21000
171360,2024,10,1,2,72000
742560,2024,10,1,2,312000
84490,2024,10,3,6,11833.3333
177310,2024,10,4,7,31875
39270,2024,10,1,1,33000
115192,2024,10,2,3,34400
370090,2024,10,4,5,66500
998410,2024,10,4,7,123500
5355,2024,10,1,1,4500
511700,2024,10,1,2,215000
543592,2024,10,4,5,73450
245973,2024,10,4,6,29675
162316,2024,10,3,6,22733.3333
19040,2024,10,1,2,8000
278460,2024,10,2,2,117000
387940,2024,10,1,2,163000
116025,2024,10,2,3,31250
45696,2024,10,1,2,19200
14280,2024,10,1,2,6000
8330,2024,10,1,2,3500
29750,2024,10,1,1,25000
41650,2024,10,1,1,35000
39270,2024,10,1,1,33000
204085,2024,10,2,3,49750
163982,2024,10,2,2,68900
100317,2024,10,2,3,22200
88060,2024,10,2,3,21000
101150,2024,10,2,3,34500
255850,2024,10,1,1,215000
189210,2024,10,1,1,159000
98770,2024,10,2,3,29000
279650,2024,10,2,3,105000
138516,2024,10,2,4,29100
712810,2024,10,2,4,149750
40460,2024,10,2,3,14250
347480,2024,10,2,4,73000
5355,2024,10,1,1,4500
29750,2024,10,1,1,25000
230860,2024,10,1,2,97000
78540,2024,10,1,2,33000
78540,2024,10,1,2,33000
70210,2024,10,2,2,29500
59500,2024,10,1,2,25000
696150,2024,10,1,2,292500
29750,2024,10,1,1,25000
648550,2024,10,2,3,193000
9520,2024,10,1,1,8000
33439,2024,10,3,4,8100
4165,2024,10,1,1,3500
696150,2024,10,1,2,292500
255850,2024,10,3,4,70500
65450,2024,10,2,3,22500
107100,2024,10,1,2,45000
242760,2024,10,2,4,51000
124355,2024,10,3,5,18166.6667
611065,2024,10,3,5,86500
107100,2024,10,1,2,45000
63070,2024,10,1,1,53000
246330,2024,10,4,6,43625
29750,2024,10,1,1,25000
67830,2024,10,1,1,57000
27013,2024,10,2,2,11350
53550,2024,10,1,1,45000
5355,2024,10,1,1,4500
78540,2024,10,2,2,33000
449225,2024,10,2,3,101250
107100,2024,10,1,2,45000
416500,2024,10,1,2,175000
295120,2024,10,2,4,62000
1079330,2024,10,4,7,141750
513485,2024,10,3,3,143833.3333
9520,2024,10,1,1,8000
525980,2024,10,5,9,45500
251090,2024,10,4,6,33250
177310,2024,10,1,1,149000
83300,2024,10,1,2,35000
32725,2024,10,1,1,27500
60690,2024,10,2,3,19000
54740,2024,10,1,2,23000
8330,2024,10,1,2,3500
371280,2024,10,1,1,312000
5950,2024,10,1,1,5000
115430,2024,10,1,1,97000
76160,2024,10,1,2,32000
83300,2024,10,1,2,35000
107100,2024,10,1,2,45000
123760,2024,10,1,2,52000
53550,2024,10,1,1,45000
29750,2024,10,1,1,25000
262990,2024,10,3,4,58666.6667
107100,2024,10,1,2,45000
626892,2024,10,4,7,104850
273700,2024,10,1,2,115000
443870,2024,10,2,3,130500
27370,2024,10,1,1,23000
401030,2024,10,2,2,168500
85680,2024,10,1,1,72000
107100,2024,11,1,2,45000
7140,2024,11,1,1,6000
126140,2024,11,1,2,53000
65450,2024,11,1,2,27500
210630,2024,11,3,5,36000
4165,2024,11,1,1,3500
59500,2024,11,1,2,25000
117810,2024,11,2,3,30000
63070,2024,11,1,1,53000
137088,2024,11,2,3,35100
78540,2024,11,2,3,20500
59500,2024,11,1,2,25000
59500,2024,11,1,2,25000
78540,2024,11,1,2,33000
332010,2024,11,3,3,93000
108052,2024,11,2,3,32900
441490,2024,11,2,3,104000
114240,2024,11,1,2,48000
4165,2024,11,1,1,3500
342720,2024,11,6,9,32000
54740,2024,11,1,2,23000
97104,2024,11,1,2,40800
433160,2024,11,1,2,182000
117810,2024,11,2,4,24750
4760,2024,11,1,1,4000
837522,2024,11,2,4,175950
108528,2024,11,2,3,33000
216580,2024,11,1,1,182000
549780,2024,11,5,9,50700
359380,2024,11,2,4,75500
323680,2024,11,2,2,136000
294525,2024,11,3,4,63500
235620,2024,11,2,4,49500
239190,2024,11,2,3,61500
15470,2024,11,1,1,13000
448630,2024,11,2,3,97500
335580,2024,11,3,5,51666.6667
41650,2024,11,1,1,35000
230860,2024,11,1,2,97000
182665,2024,11,2,2,76750
160650,2024,11,2,3,45000
455770,2024,11,2,3,110000
220150,2024,11,1,1,185000
46410,2024,11,2,2,19500
295715,2024,11,4,4,62125
29750,2024,11,1,1,25000
928200,2024,11,2,4,195000
6545,2024,11,1,1,5500
23800,2024,11,2,4,5000
98770,2024,11,2,3,29000
5355,2024,11,1,1,4500
208250,2024,11,1,1,175000
78540,2024,11,1,2,33000
88060,2024,11,2,3,30500
29750,2024,11,1,1,25000
132090,2024,11,2,3,39000
255731,2024,11,2,2,107450
38080,2024,11,1,1,32000
19040,2024,11,1,2,8000
196350,2024,11,2,2,82500
133280,2024,11,1,1,112000
227290,2024,11,2,3,56500
107100,2024,11,1,2,45000
65450,2024,11,2,2,27500
107100,2024,11,1,2,45000
5355,2024,11,1,1,4500
110075,2024,11,1,1,92500
78540,2024,11,1,2,33000
102340,2024,11,3,5,19666.6667
53550,2024,11,1,1,45000
49980,2024,11,1,2,21000
126140,2024,11,1,1,106000
76160,2024,11,1,2,32000
787780,2024,11,3,6,110333.3333
59500,2024,11,1,2,25000
29750,2024,11,1,1,25000
171360,2024,11,1,2,72000
233240,2024,11,3,5,44666.6667
604520,2024,11,2,4,127000
44625,2024,11,2,2,18750
92820,2024,11,1,1,78000
74970,2024,11,2,3,21000
107100,2024,11,2,3,31250
53550,2024,11,1,1,45000
749224,2024,11,4,6,103450
8330,2024,11,1,1,7000
65450,2024,11,1,2,27500
392700,2024,11,2,3,109000
29750,2024,11,2,3,9500
220150,2024,11,1,2,92500
376040,2024,11,2,2,158000
320110,2024,11,2,3,81500
177310,2024,11,1,1,149000
59500,2024,11,1,2,25000
148750,2024,11,2,3,40000
27370,2024,11,1,1,23000
33320,2024,11,1,1,28000
135660,2024,11,3,4,29666.6667
273700,2024,11,1,2,115000
29988,2024,11,1,1,25200
257040,2024,11,2,3,55000
107100,2024,11,1,2,45000
99960,2024,11,2,3,34000
348075,2024,11,1,1,292500
45696,2024,11,1,2,19200
46410,2024,11,1,1,39000
54740,2024,11,2,2,23000
116620,2024,11,2,4,24500
184331,2024,11,2,2,77450
116620,2024,11,1,2,49000
40460,2024,11,2,3,14750
29750,2024,11,1,1,25000
529550,2024,11,2,3,165000
92106,2024,11,2,3,29100
16660,2024,11,1,2,7000
9044,2024,11,1,2,3800
63070,2024,11,1,1,53000
59500,2024,11,1,2,25000
90440,2024,11,2,3,24250
264180,2024,11,2,3,75000
32130,2024,11,2,4,6750
136850,2024,11,3,5,23833.3333
462910,2024,11,2,3,137000
172550,2024,11,2,3,60500
65450,2024,11,1,2,27500
54740,2024,11,1,2,23000
315112,2024,11,2,3,112450
440300,2024,11,1,2,185000
544782,2024,11,2,3,115400
114240,2024,12,1,2,48000
32725,2024,12,1,1,27500
106624,2024,12,3,5,20266.6667
192780,2024,12,2,3,58500
255850,2024,12,3,5,39333.3333
270130,2024,12,3,4,60666.6667
209440,2024,12,2,3,84750
278460,2024,12,3,5,52000
49980,2024,12,1,2,21000
337960,2024,12,2,4,71000
141610,2024,12,2,3,43000
8330,2024,12,1,1,7000
354620,2024,12,1,2,149000
102340,2024,12,2,2,43000
190400,2024,12,3,5,39666.6667
99365,2024,12,4,5,14625
133280,2024,12,1,1,112000
29750,2024,12,1,1,25000
59500,2024,12,1,2,25000
296310,2024,12,2,3,102000
89250,2024,12,2,3,25000
273700,2024,12,1,2,115000
126616,2024,12,3,5,18400
67830,2024,12,1,1,57000
792540,2024,12,2,4,166500
19040,2024,12,2,2,8000
213010,2024,12,2,3,85500
39270,2024,12,1,1,33000
41650,2024,12,1,1,35000
92820,2024,12,2,2,39000
126140,2024,12,1,1,106000
138040,2024,12,2,4,29000
359380,2024,12,2,4,75500
148750,2024,12,2,3,36500
66640,2024,12,2,4,14000
10710,2024,12,1,2,4500
114240,2024,12,3,4,27666.6667
218960,2024,12,2,3,53000
266560,2024,12,1,2,112000
230860,2024,12,1,2,97000
59262,2024,12,2,3,22650
14280,2024,12,1,2,6000
525980,2024,12,2,3,128500
813484,2024,12,4,8,85450
107100,2024,12,1,2,45000
85680,2024,12,1,1,72000
107100,2024,12,1,2,45000
13090,2024,12,1,2,5500
673540,2024,12,2,3,169500
252280,2024,12,1,2,106000
119595,2024,12,3,4,21833.3333
46410,2024,12,1,1,39000
145180,2024,12,2,3,43500
6545,2024,12,1,1,5500
780640,2024,12,4,7,87625
23800,2024,12,1,2,10000
442204,2024,12,2,4,92900
115430,2024,12,1,1,97000
84728,2024,12,3,3,23733.3333
198254,2024,12,2,3,81400
220150,2024,12,1,1,185000
142800,2024,12,2,3,56500
72590,2024,12,2,4,15250
99484,2024,12,2,3,21850
164220,2024,12,2,4,34500
197540,2024,12,2,4,41500
32725,2024,12,1,1,27500
190400,2024,12,2,4,40000
107100,2024,12,1,2,45000
16660,2024,12,1,2,7000
57120,2024,12,2,3,21750
262990,2024,12,3,5,64000
148750,2024,12,2,3,40000
189210,2024,12,1,1,159000
257040,2024,12,2,2,108000
71400,2024,12,2,2,30000
220150,2024,12,1,2,92500
67235,2024,12,2,2,28250
742560,2024,12,1,2,312000
120190,2024,12,2,4,25250
711025,2024,12,3,4,101666.6667
83300,2024,12,1,2,35000
171360,2024,12,2,4,36000
59500,2024,12,2,2,25000
296310,2024,12,2,3,102000
248710,2024,12,2,2,104500
48314,2024,12,2,3,18400
110670,2024,12,2,3,29000
252280,2024,12,1,2,106000
27370,2024,12,1,1,23000
30940,2024,12,1,2,13000
166719,2024,12,4,5,24825
82110,2024,12,2,4,17250
135660,2024,12,1,2,57000
119000,2024,12,2,3,27500
199920,2024,12,2,3,61500
38080,2024,12,1,2,16000
78540,2024,12,1,2,33000
6545,2024,12,1,1,5500
30940,2024,12,1,2,13000
387345,2024,12,3,5,58833.3333
41650,2024,12,1,1,35000
138040,2024,12,2,4,29000
11900,2024,12,1,1,10000
15470,2024,12,1,1,13000
24990,2024,12,1,1,21000
24990,2024,12,1,1,21000
297500,2024,12,2,4,62500
281078,2024,12,3,5,57033.3333
135660,2024,12,1,2,57000
354620,2024,12,2,4,74500
493850,2024,12,2,3,115000
32725,2024,12,1,1,27500
83538,2024,12,2,2,35100
135660,2024,12,1,2,57000
4522,2024,12,1,1,3800
479570,2024,12,3,4,84666.6667
378420,2024,12,2,4,79500
378420,2024,12,1,2,159000
410550,2024,12,2,2,172500
28560,2024,12,1,1,24000
348075,2024,12,1,1,292500
29750,2024,12,1,1,25000
123760,2024,12,1,2,52000
185640,2024,12,1,2,78000
107100,2024,12,1,2,45000
116620,2024,12,2,4,24500
319396,2024,12,3,4,83066.6667
107100,2024,12,1,2,45000
65450,2024,12,1,2,27500
256445,2024,12,3,3,71833.3333
41650,2024,12,1,1,35000
163625,2024,12,4,5,27375
9044,2024,12,1,2,3800
122570,2024,12,2,3,34000
97104,2024,12,1,2,40800
387940,2025,1,1,2,163000
208250,2025,1,1,1,175000
464695,2025,1,2,3,170750
35700,2025,1,2,2,15000
160650,2025,1,2,2,67500
7735,2025,1,1,1,6500
387940,2025,1,1,2,163000
32725,2025,1,1,1,27500
270130,2025,1,1,1,227000
23800,2025,1,1,2,10000
371280,2025,1,1,1,312000
7140,2025,1,1,1,6000
133280,2025,1,1,1,112000
354620,2025,1,1,2,149000
270130,2025,1,1,1,227000
133280,2025,1,1,1,112000
19040,2025,1,1,2,8000
13090,2025,1,1,2,5500
39270,2025,1,1,1,33000
63070,2025,1,1,1,53000
29750,2025,1,1,1,25000
97104,2025,1,1,2,40800
270130,2025,1,1,1,227000
29750,2025,1,1,1,25000
115430,2025,1,1,1,97000
440300,2025,1,1,2,185000
49980,2025,1,1,2,21000
58310,2025,1,1,1,49000
393890,2025,1,3,4,108833.3333
16660,2025,1,1,2,7000
54740,2025,1,1,2,23000
47481,2025,1,1,1,39900
65450,2025,1,1,2,27500
63070,2025,1,1,1,53000
45696,2025,1,1,2,19200
10710,2025,1,1,2,4500
27370,2025,1,1,1,23000
804440,2025,1,2,3,247000
41055,2025,1,2,3,15500
54740,2025,1,1,2,23000
255850,2025,1,1,1,215000
53550,2025,1,1,1,45000
5355,2025,1,1,1,4500
126140,2025,1,1,2,53000
10710,2025,1,1,2,4500
